OBJECTID,ID,NAME,STATE_NAME,ST_ABBREV,UniqueID,UNEMPRT_CY,POPGRW00CY,Observed,Cond,LocalR2,Predicted,Intercept,C1_Pop_Change,Residual,StdError,Correlation,ColorRGB,ColorHex,Shape__Area,Shape__Length
1405,13031,Bulloch County,Georgia,GA,1405,12.100000000000000,1.940000000000000,12.100000000000000,2.164528966946422,0.340226884016721,10.794231564927319,14.986099668533381,-2.160756754436115,1.305768435072681,2.200864877554168,weakly negative,"223,170,88",DFAA58,2510110605.609375000000000,267935.012531902932096
1406,13043,Candler County,Georgia,GA,1406,11.100000000000000,1.160000000000000,11.100000000000000,2.185347113662748,0.264915471408119,12.035909401624625,14.468041541762668,-2.096665638050037,-0.935909401624626,2.245338211324505,weakly negative,"223,170,88",DFAA58,906606774.457031250000000,125191.812902726189350
1407,13107,Emanuel County,Georgia,GA,1407,10.500000000000000,0.470000000000000,10.500000000000000,2.003329920806476,0.347326244599501,13.937794804438699,15.468918188219682,-3.257709327193583,-3.437794804438699,2.244789659551287,negative,"221,91,59",DD5B3B,2525853614.951171875000000,284023.092676559346728
1408,13109,Evans County,Georgia,GA,1408,11.900000000000000,1.260000000000000,11.900000000000000,2.434663790615082,0.211810359512573,11.507649115595274,13.347693433640035,-1.460352633368858,0.392350884404726,2.268795998749968,weakly negative,"223,170,88",DFAA58,677205222.357421875000000,119568.632605644539581
1409,13127,Glynn County,Georgia,GA,1409,9.699999999999999,1.470000000000000,9.699999999999999,3.106850160368072,0.077248295452418,10.917061660405905,11.665510489426453,-0.509148863279285,-1.217061660405905,2.215862077758582,weak,"231,228,187",E7E4BB,1582941633.964843750000000,377341.818038036173675
1410,13165,Jenkins County,Georgia,GA,1410,24.000000000000000,-0.140000000000000,24.000000000000000,1.721986176468102,0.448837527194222,17.162348696573957,16.701440526668257,-3.292201213612136,6.837651303426043,2.165527001420124,negative,"221,91,59",DD5B3B,1294947363.042968750000000,146858.502033627330093
1411,13179,Liberty County,Georgia,GA,1411,11.900000000000000,-0.240000000000000,11.900000000000000,2.712078014346867,0.210589660802778,12.690639727443832,12.437792730191809,-1.053529155216762,-0.790639727443832,2.035575241991621,weak,"231,228,187",E7E4BB,1934094708.720703125000000,306866.411747191683389
1412,13183,Long County,Georgia,GA,1412,10.300000000000001,1.390000000000000,10.300000000000001,2.765318431804461,0.141502078986207,10.898712211386481,12.039535622768549,-0.820736267181344,-0.598712211386481,2.264306939253565,weak,"231,228,187",E7E4BB,1449529443.654296875000000,214825.510873247782001
1413,13191,McIntosh County,Georgia,GA,1413,10.000000000000000,0.980000000000000,10.000000000000000,2.919028385118170,0.151945211054635,11.122482586465756,11.792139598667081,-0.683323481838088,-1.122482586465756,2.251225808163182,weak,"231,228,187",E7E4BB,1622721340.378906250000000,355956.632258068129886
1414,13209,Montgomery County,Georgia,GA,1414,8.800000000000001,0.560000000000000,8.800000000000001,2.826652177703056,0.075412180698268,12.306126693209965,13.102344261371464,-1.421817086002678,-3.506126693209964,2.253621686009591,weakly negative,"223,170,88",DFAA58,892564047.195312500000000,164365.567174098076066
1415,13229,Pierce County,Georgia,GA,1415,10.000000000000000,1.500000000000000,10.000000000000000,3.211864078132245,0.031324985341742,11.306206284881096,12.365487927312284,-0.706187761620792,-1.306206284881096,2.076044104016493,weak,"231,228,187",E7E4BB,1225210005.349609375000000,205851.746901178674307
1416,13267,Tattnall County,Georgia,GA,1416,10.100000000000000,0.520000000000000,10.100000000000000,2.577665758080163,0.126246530320621,12.047000778227250,12.596893195863903,-1.057485418532023,-1.947000778227251,2.235731006019745,weak,"231,228,187",E7E4BB,1765017062.988281250000000,241854.846266945096431
1417,13279,Toombs County,Georgia,GA,1417,10.500000000000000,0.720000000000000,10.500000000000000,2.666446215115309,0.085128466525361,11.963125273769109,12.796289973513186,-1.157173194088996,-1.463125273769109,2.258004935452758,weak,"231,228,187",E7E4BB,1338947871.261718750000000,189637.020582870114595
