CNTY_FIPS,Housing and transportation costs as a percent of income for Median-Income Family households
17,45.15541812
17,39.87257305
13,47.40612983
17,45.09703136
17,46.10829616
17,45.37183577
1,53.97672059
11,51.92545251
13,48.64419821
13,52.48500685
13,50.49889773
15,50.51938354
15,46.49270884
15,49.75282669
15,47.35367532
1,52.88506795
13,52.18607992
1,53.68543976
1,54.49979679
11,49.46971095
11,46.36347963
11,50.36547032
11,45.76061235
11,42.15850186
11,51.1811795
11,50.44613554
31,44.58416394
31,42.30058651
31,46.71317116
31,40.77659546
31,45.47187551
9,56.53879788
7,50.6534828
9,56.81940092
7,48.40243765
29,52.55267542
23,53.71110925
13,38.38891051
13,43.36655362
17,50.75852419
17,45.28710418
17,45.66333543
17,49.1886457
17,44.00253458
17,49.32619133
17,49.79192879
3,54.64197932
7,50.26257431
29,54.25494453
29,49.71452958
1,51.50386135
1,55.44927433
13,53.1501836
15,49.04626602
15,49.52043382
15,46.31068088
15,48.66774029
15,50.2245328
15,51.44141923
15,47.13064537
11,50.3724438
3,56.0171029
5,53.07025939
3,57.59798702
15,50.15035469
15,47.09503456
15,50.27698353
15,43.73188741
11,47.02769033
11,46.39553748
23,49.10349433
29,52.90449963
13,50.38995909
13,50.83331046
31,
15,
13,53.2519493
13,52.75425967
31,45.26563022
31,44.78508461
31,39.68718316
31,42.3478522
31,37.93794101
31,46.58649285
13,42.02901568
29,51.6907
29,52.42346719
23,51.67643972
31,47.88804595
31,45.86137365
31,50.7340852
31,50.32438514
31,48.87829005
31,46.33491028
17,48.23715876
17,42.5606274
17,42.95814888
17,45.37507723
17,41.270523
17,43.28125435
15,48.38232953
15,51.52266054
1,54.60792506
1,47.79597843
1,54.77797577
1,55.17144374
15,47.30671439
15,47.89026154
15,48.51008853
15,48.15457617
15,48.24685388
15,43.51493692
11,50.33040356
11,40.23736432
11,47.112867
11,48.12327866
11,46.78113922
11,39.79900004
11,47.01931222
11,45.30868126
11,46.38141296
3,57.74028453
5,51.19209141
5,48.73629351
15,50.42005915
15,42.87920317
13,54.97618317
7,47.36821965
3,51.83973028
7,42.82173759
9,55.10434562
9,56.07533477
17,46.81536603
17,46.62811392
41,50.33175193
41,53.81920789
7,48.3251459
7,50.16706969
3,56.28536021
3,53.16514067
3,47.78703632
3,46.27811097
23,52.60372114
23,49.11309656
23,42.82035172
23,52.25111098
15,48.3440615
15,48.59911435
15,49.57234153
15,50.48468625
15,50.98988345
9,57.88281829
9,53.46779816
9,56.57266956
3,56.45104301
15,47.85194354
15,50.17792956
11,43.12670599
11,48.21137475
11,37.42777194
11,42.94728777
11,46.16385051
11,43.56637784
11,44.3535028
7,62.38404567
11,50.73864643
3,57.83364423
9,52.39685592
13,44.63375645
17,43.14560391
29,52.11759948
29,50.02562823
23,46.6416763
23,45.94323727
23,47.87623485
23,48.36397788
13,52.33142152
13,52.05977712
23,51.58893502
23,48.49339313
31,38.54620825
31,53.1325962
31,44.56110495
13,50.48620638
13,52.09389496
13,50.68194942
13,51.70014583
41,56.119485
41,57.00200055
17,44.42258497
17,45.33677442
17,40.88262202
17,46.25045393
17,41.25697137
3,57.62984826
15,47.28260601
15,50.62545273
15,43.03401712
15,46.43337167
19,56.92790388
17,42.36682715
17,44.4280811
17,48.08128346
5,53.60448563
33,48.91553929
33,49.04338283
33,45.0271772
3,50.73843975
3,52.04195978
3,50.54421816
33,54.18227731
33,51.48548976
15,53.11647792
7,49.72780887
15,52.63102851
13,51.77073024
13,49.55513163
13,44.72839438
31,47.41591487
31,44.84199874
41,49.37532487
41,57.14325774
41,50.12867993
41,50.0077376
17,42.13208525
13,46.04317776
13,43.72370367
17,42.41788646
17,45.25097901
17,38.59945464
17,47.11457934
3,45.20026279
3,56.78151726
3,54.67495733
3,46.25842055
3,51.72037842
3,50.01371885
27,49.61132279
27,51.93005377
39,48.26054949
39,48.78228072
39,50.6667632
17,42.60969984
9,56.02969864
9,52.38714078
11,49.55187775
11,50.48529782
11,41.22253761
19,54.04240866
19,53.47492438
15,49.08969458
15,49.30735245
13,51.62554929
15,46.74852938
15,49.60805924
11,50.68205256
11,49.4832974
17,43.58457547
17,45.24497614
17,43.99533387
17,45.44015079
17,43.68137515
17,47.04383646
17,46.99601644
23,47.77192194
23,57.7699797
29,51.47082222
29,53.90935884
23,49.85836416
23,50.92024217
13,46.83308671
13,50.36701633
13,53.47076256
31,44.72689376
31,44.41862001
31,42.43690887
31,43.77504969
31,40.24477787
31,44.37452227
17,40.82413839
17,45.96182743
17,46.50367328
13,47.81358272
13,42.02960474
13,35.98817323
13,45.11357921
13,46.36680866
13,45.34858348
13,44.32841452
13,41.7006688
5,55.74915769
5,49.85345809
9,58.45320103
9,57.47251761
11,43.77075801
17,47.73171664
17,43.53162296
15,47.58064716
15,47.18840389
15,48.28346808
13,51.49497315
15,49.95882969
15,48.82685161
15,54.49717384
15,50.50701113
15,48.13275179
39,43.31713528
39,43.34721342
15,50.06600597
5,48.99753193
5,53.30502557
3,53.3309273
5,50.16553869
31,53.97257284
31,48.73247188
31,52.95502643
41,49.42303717
31,51.4005217
31,53.55398346
17,50.61100251
9,55.58553083
9,52.48832088
13,49.5426113
3,51.61024008
39,52.9600774
39,50.4996556
39,53.97569974
39,52.26411956
23,54.12712742
23,50.01751014
27,49.19616848
27,45.11295103
27,48.27288641
39,45.40170646
41,53.85914878
15,48.84720147
15,49.4712995
15,50.7384504
15,49.25359408
19,53.9405575
15,46.78868156
15,50.54875304
9,52.90554415
17,46.08206532
15,47.58096699
15,50.89126247
13,45.94996814
7,48.60102291
5,54.46666036
5,48.58185325
3,54.62786878
13,52.54371294
29,50.24780875
29,49.57567014
29,50.79698539
7,52.48667973
13,40.25708661
13,39.4788176
13,50.1777293
13,45.082959
9,51.2467577
23,50.49085061
29,50.18953812
29,49.9810583
29,48.67886278
29,53.41016605
31,51.42832959
31,54.02653338
41,50.80860912
13,49.76856291
13,46.82989767
13,50.09439086
13,49.73329031
13,49.01338726
13,51.85932306
13,45.52935749
13,44.35055569
13,42.71822094
13,46.52688109
37,52.81369232
37,54.75716658
39,46.7549038
15,45.29996227
9,57.2098172
9,54.63088256
7,63.84479215
7,61.96691948
7,59.73836581
17,45.97500732
17,47.21813825
17,49.90878321
11,49.6670597
1,52.638208
1,52.28065919
1,55.11715713
13,48.43856184
13,48.98642723
31,52.75440533
31,41.86094382
31,52.11311006
31,49.16143186
31,54.12570088
31,53.0704229
31,51.60164082
9,52.61607541
5,52.02540071
5,52.74617764
41,51.45867557
41,56.19587679
31,47.86941656
13,36.42514113
13,45.96947634
31,47.43475092
31,48.49934808
13,43.49744177
13,42.14592676
13,44.97614005
13,50.14686139
13,42.42970757
19,57.77557485
19,57.35366247
9,52.62683395
9,55.38227724
9,56.82837696
7,60.53471433
7,63.99742347
7,62.58921618
5,52.81405189
5,53.9430706
25,52.21880712
7,48.01276803
7,51.24920492
7,48.44051638
7,47.15393526
15,53.65433387
15,47.84594141
15,51.58127954
15,55.96809809
15,52.14223623
15,55.17512126
5,51.68340764
9,55.4592179
9,55.53798134
39,38.72231919
39,56.61263036
39,51.16892579
39,46.70797603
39,43.43820354
39,53.39871019
39,51.86552406
5,55.43161857
5,54.46997472
41,56.18390548
41,57.03301716
7,62.77798284
7,62.19428344
17,42.93538476
17,48.70264404
17,46.27543074
17,45.96486387
7,49.77175019
7,50.18483381
7,50.63224499
7,57.13514823
7,47.87536537
35,48.08489147
35,46.71821358
35,46.76165003
35,51.25412722
35,46.58635621
5,57.18449857
5,49.68143754
29,49.90686569
29,49.49126463
9,55.12144806
9,52.00468073
9,51.74401589
9,52.14865161
9,54.11185653
23,54.01996198
39,44.70972679
39,50.794023
29,50.33751833
41,56.19700833
13,47.14079018
13,50.73290665
13,55.05937207
13,46.98179385
13,52.60062078
13,55.4740994
13,52.57831078
13,51.92411133
39,45.72474459
39,53.3053153
39,47.65623418
39,48.71901264
19,54.18120771
19,52.68470067
9,55.54652289
9,49.61576993
7,65.09143225
7,59.78883716
15,45.4875585
81,65.97194584
81,64.56736961
29,51.55669536
29,48.40986653
31,42.0245066
31,45.9856013
31,45.98758379
31,50.57976536
31,50.45775333
31,53.12878586
13,54.16190457
13,38.7018387
13,43.37908387
13,47.59169932
13,42.32999575
13,43.98134214
39,48.6062063
29,50.66542101
5,53.01101714
13,50.71623405
13,46.55476659
41,55.47826992
41,56.92861699
41,54.88141528
15,51.39952428
19,57.96608076
19,55.47814527
17,46.65725317
5,54.46531027
5,53.02908224
5,55.02048299
95,55.20040594
3,59.9674974
3,47.82494734
3,57.62190565
3,56.48769039
13,46.61871728
9,56.02113189
13,43.03863296
13,46.61618263
13,41.3098344
13,47.8071205
13,43.8896662
13,36.53609201
13,46.37389884
13,44.07041597
13,47.32420522
39,45.8995537
39,45.6160104
39,47.06311239
39,43.18962408
39,46.15011109
41,52.85006909
41,52.60551065
41,53.30493515
13,52.69823294
13,50.78990493
13,49.41936892
29,51.63675843
29,53.2741925
9,55.60746853
9,55.306545
9,54.43281209
9,56.44719842
15,48.22211406
17,50.07983389
3,56.65498849
3,61.59091108
3,59.46015313
3,60.58788633
3,55.87222802
3,55.90265974
11,
31,
3,46.04708732
3,58.34537555
3,58.93870767
39,45.52313391
35,49.85236709
29,52.04098874
31,53.62778227
31,43.31376743
31,43.99114926
31,49.20034794
31,50.92242398
17,46.9788652
17,48.61104418
13,46.75167495
13,41.56798412
13,45.51944929
13,52.79247576
3,48.54351258
29,50.28955612
29,53.29643218
29,53.92023357
29,50.5198152
13,51.7468009
15,49.63693549
13,52.48701613
13,49.75130982
13,50.39072943
13,54.17760749
5,53.48162872
5,52.49479861
5,55.62730943
3,55.85425503
13,46.0612985
3,52.85236241
3,54.88031624
3,55.59724642
3,53.89290161
3,53.35541887
3,55.00462973
3,52.79823228
3,54.50125234
3,45.24661127
3,54.51983936
3,52.72480983
3,56.12206928
3,48.61643911
3,48.84518375
3,51.15449813
3,50.47919276
3,53.13088634
13,57.23388002
3,43.94757577
3,47.45652968
3,46.50500712
3,48.27631432
17,43.73954129
13,45.4489955
17,44.54802302
17,45.32169013
17,46.33154862
17,41.87180052
17,46.91412295
17,43.8184871
17,44.72457772
17,45.59503315
17,48.57130234
17,44.97317252
29,49.13769584
29,50.55635381
23,53.50508858
13,52.30168782
15,50.26448737
15,41.90663123
11,49.43585357
11,46.37472441
11,45.16901077
11,47.62183161
1,55.34409332
1,50.49791447
13,52.46257056
13,53.34102392
13,51.33995105
13,47.99377242
15,47.4795211
15,46.99052155
23,52.58207307
35,54.91695952
35,55.48638131
33,50.33644758
33,50.82841642
31,42.08341099
31,43.41194165
27,51.63646215
27,47.28276601
27,52.33514102
11,60.06164014
11,60.78433308
21,50.68589686
21,48.78238108
21,47.12570436
25,51.62145867
31,48.46902821
31,44.60946125
31,44.40014626
31,46.26880087
31,46.1352086
17,45.49842542
17,49.03742568
17,48.6071862
23,39.22243066
27,51.26895595
27,54.86302858
11,58.90316693
39,52.05914806
39,48.5779137
39,48.36824897
39,55.21986779
39,44.87753454
29,52.97845564
29,50.02317466
5,49.53679726
29,51.46819629
29,52.2108582
27,54.41528115
3,54.44672514
3,51.80560058
3,44.37693074
27,54.71270919
3,49.23810293
35,54.00094005
35,52.20187815
23,43.89150329
23,47.67751677
23,47.55272116
27,53.9038602
29,51.69661846
21,52.51772097
21,50.62443886
21,49.97597779
1,55.7739533
1,57.41498172
7,53.15944634
7,52.90769131
3,54.36110354
17,43.3440288
17,49.27478424
27,52.08482242
39,52.06847398
39,55.41670299
39,49.41681817
29,50.93483635
3,47.00157858
25,52.5626319
3,49.66054622
3,48.94707112
31,53.22587623
31,49.69314481
29,51.74670748
5,54.81571632
3,48.34746445
11,55.74142434
3,51.43773782
39,44.9458453
39,44.45640091
39,46.92891685
39,48.57295694
39,47.9532426
39,45.16851716
39,50.53842118
39,50.05648501
5,53.96015661
39,47.19505342
27,53.74430456
27,53.50357248
27,49.38383263
27,54.49025325
27,53.57750987
27,49.78379305
3,48.73932673
27,46.30981982
3,50.95847346
27,45.41337609
23,48.10671226
23,43.53151742
17,44.75572193
17,45.24410305
17,43.71358236
17,45.08608172
21,50.1796492
21,48.07162734
21,42.47711788
21,47.19398409
21,46.08031924
21,49.69599426
21,53.50374338
21,49.49889154
21,47.4768393
17,43.71591805
17,43.82010587
31,48.14891428
31,40.18848217
17,48.47508754
17,45.29127941
17,49.16476687
17,44.59732163
27,49.79561899
27,48.62211174
27,46.67178079
39,50.98829748
39,50.54965279
39,50.03916699
29,46.64987973
29,48.61105829
29,48.58508391
5,52.34888102
19,49.08459978
5,50.2283076
29,46.65109549
5,51.18929838
5,56.38308654
11,49.56717118
11,57.27227531
11,53.42668417
11,55.63047576
37,52.16725607
23,48.20685007
23,51.92238963
23,47.01642824
23,54.48397458
23,49.10194038
23,47.70172854
23,48.99362213
23,53.92242489
23,46.2916303
23,51.17481042
23,49.27425141
27,52.75789532
27,49.93722163
17,45.2942211
17,46.41082394
17,44.58884455
17,48.62237535
17,47.46826211
1,52.81962622
1,47.23624113
1,45.42869522
1,50.64677099
1,56.01703275
1,52.95844079
1,53.75550986
3,49.209616
3,48.3868627
3,53.07228483
29,50.75115785
25,54.7034719
25,47.86431976
25,50.66834608
25,46.836949
25,52.76058506
17,51.37680918
17,48.23377383
27,48.04513377
17,36.02482948
17,43.1594577
17,51.13149065
17,52.83440143
39,48.40020192
37,50.70895435
37,49.13594735
37,46.08021092
37,52.89037832
7,48.55807414
7,48.40530818
33,54.07034642
7,43.65860159
27,47.00972209
31,50.58121801
23,47.37288198
23,50.67641242
23,54.08255794
23,52.76724451
23,47.05192846
7,50.85095302
7,50.43641847
7,48.26169895
7,51.77852459
35,56.22632742
7,49.42710073
3,51.83012793
21,46.94651238
25,53.48475616
29,51.39129052
29,52.61105043
17,47.73879961
39,52.15893105
39,47.07734356
39,51.20576849
37,51.26580445
37,48.46032866
29,51.24007115
29,50.99257261
29,49.9809683
29,47.08655488
29,50.94184767
33,53.79730293
33,53.28173706
27,50.42466843
3,51.65426264
25,50.41611747
25,52.52344652
25,50.92941663
7,48.17569575
7,52.35671571
7,50.7489192
7,46.6701352
27,53.0090488
27,47.78901538
27,51.00103848
23,54.87580298
17,48.98061268
17,42.57932413
17,40.67469365
17,41.61780641
17,44.02314748
17,46.65646872
17,47.09675657
1,50.2431307
1,53.01078602
1,45.13722772
1,55.6654262
1,52.63059386
7,53.87927463
25,45.26193532
25,47.97201956
25,48.04183979
25,48.32555092
25,50.62287526
3,51.8241479
17,46.2539741
17,46.31439351
17,45.00882041
31,53.42705506
9,52.98282992
23,50.78556179
29,47.66582255
37,51.29928842
37,54.17714596
37,54.39988685
37,52.83709457
39,47.56850434
39,44.70431311
39,46.98977859
39,46.00311334
39,46.69022756
27,52.15447525
23,47.49988802
23,50.83362834
23,52.58127502
23,47.7441444
23,49.45608117
23,48.86860876
3,53.31310233
3,49.09498155
3,46.46014606
23,52.32597975
23,51.30443179
3,48.40458073
31,50.2404743
7,50.01916647
7,48.76325582
7,54.22443335
7,51.98220265
29,52.81422762
29,52.51045246
3,54.47367103
3,47.10528958
3,51.0524925
13,47.43536241
1,52.82103457
1,58.16458721
1,55.55399435
1,56.27037259
39,50.60433968
39,51.20421877
39,44.7749268
39,43.89114415
39,45.08253016
39,45.95537927
39,47.81665975
5,51.36713199
5,55.29854386
5,51.58242879
5,54.63448228
25,54.60176719
25,47.51289096
39,49.93989149
39,49.29541267
39,51.94684843
33,49.62607324
25,52.65499649
25,54.34909009
25,50.99858573
25,57.20558024
23,51.98939337
23,47.25918949
29,52.13530092
23,46.74213572
23,49.75156176
23,55.57151044
37,54.26565513
9,54.94500342
27,53.02180493
27,52.63857486
27,51.28004557
23,50.91179685
23,48.85062952
23,54.14193946
23,50.8821287
23,52.37452131
23,54.74151949
23,54.34303507
23,51.51436094
11,55.07890611
15,54.9887678
1,55.19444176
27,51.4954953
39,46.91896529
39,48.7373561
39,47.39059276
27,47.79889179
29,51.68791145
29,51.67314754
29,46.24797448
1,51.38574789
5,54.21291542
5,50.54203978
25,47.75453255
25,46.86053988
5,54.17414263
5,53.57131161
31,50.82095288
31,52.17035855
39,48.55413914
39,43.06884089
9,55.66625922
37,53.25103675
39,47.59428959
39,52.63306411
39,46.636218
39,46.33362107
39,48.61581986
39,48.40444979
25,45.18426186
25,45.70501288
25,49.82438432
25,50.42410577
27,54.32989425
27,47.71263824
27,53.79682988
27,53.29490742
27,54.32388259
27,48.38463567
27,51.83578846
3,51.332811
21,47.61065086
21,50.4681627
1,54.89503978
1,51.66339983
1,55.21833733
1,53.88402821
1,55.17178344
1,50.62887499
39,49.86681717
23,51.73430606
15,53.14454035
15,52.94701256
15,54.95590231
15,55.48202978
15,48.88604326
25,51.05476006
29,52.17402714
29,50.91855532
37,52.42940489
37,55.16742001
37,52.59895825
37,50.28527543
29,49.12838045
27,50.38188941
27,50.84256008
27,49.27171529
27,53.84042104
27,55.95417101
23,52.10494021
17,43.40067443
3,51.75305082
27,45.37844289
13,
11,
25,
17,
29,
23,53.3717309
23,43.59057917
23,50.41294651
23,47.96083627
1,57.27483018
1,54.14170638
21,53.37093194
21,48.76268538
21,48.30736278
21,47.54238216
1,50.28509052
1,56.51321237
5,54.62610182
5,55.97007817
5,54.38925926
5,55.72886639
5,51.45700078
31,50.32627197
31,53.10942301
31,40.62633784
31,46.06387791
17,44.18083045
17,46.32578604
39,51.14400173
39,48.8380104
39,51.5662129
17,43.69419636
17,43.32286407
17,47.47331234
17,44.87498595
17,41.50382831
17,43.69375698
17,47.48522623
25,48.03393977
3,49.88285774
3,53.30650157
25,50.47230505
25,48.14195831
23,53.24767528
15,53.24753871
23,50.66602461
23,47.80116589
23,51.79917712
23,54.80763852
27,52.40898341
27,51.51215937
23,50.38555006
23,45.36809983
25,54.88860272
1,51.68648213
1,53.4109035
13,53.2878879
23,50.77006743
23,51.48312955
23,48.13709004
23,48.65601262
21,43.30788992
21,45.36695396
21,52.08991678
21,48.90234487
21,49.58894189
21,45.61905443
21,51.26106498
17,51.1384353
17,40.63995952
17,49.10215213
15,51.10008271
15,52.65101509
5,51.56829954
5,49.40145667
29,51.89809843
29,49.78285504
17,46.37281667
17,50.15974496
17,46.75344338
29,53.10292436
29,51.50228395
29,50.70892472
31,39.29750733
31,43.76368598
31,45.62657867
35,54.61352741
35,57.13486002
23,49.18038701
23,50.09149952
23,46.14504912
7,50.81556796
23,49.35385363
23,50.04569831
23,51.72052196
15,49.13877967
15,52.7596254
15,52.32231705
23,43.10769731
23,50.04851234
7,49.43019075
7,47.54663428
7,51.93161443
7,50.66137461
9,53.50816168
21,46.7346683
5,52.13261342
3,54.5321428
3,51.11177753
3,54.66569336
13,54.16864142
13,40.77360232
13,45.703774
13,44.62630917
13,43.04592176
13,44.6227851
13,42.64420854
21,43.91260989
17,49.09911405
17,47.09490248
17,49.92187225
15,52.81324539
37,55.49157349
37,53.554577
5,50.43934257
29,50.25749701
29,48.74685491
29,49.07686792
27,52.46896851
27,52.83734184
27,51.20967728
27,50.40930187
27,51.01011038
27,56.83652071
1,56.25269917
1,57.85735871
1,51.4583882
7,50.90867558
3,54.03815561
3,50.23630094
3,42.03746864
3,45.64358198
3,45.88700064
3,43.65351042
11,53.16012539
21,43.46648448
11,58.06387688
11,61.01960902
21,50.51614757
21,49.77806023
7,46.035907
21,48.7311115
15,52.86716841
29,52.5920846
29,49.55866457
5,50.55436978
25,52.04709161
25,50.33373744
17,52.54261214
7,48.53888189
7,44.9724214
27,55.06200483
3,52.63609999
23,43.57607708
23,45.71392752
23,49.17152335
23,47.51012716
3,47.66225403
3,48.51819267
3,48.57305259
35,53.94683696
35,53.95254071
11,55.33017405
11,55.8411695
11,55.05955417
11,60.59788629
11,60.21272332
11,61.17108073
29,50.51806769
29,50.09937571
29,50.57269368
3,47.71687431
3,55.13560213
5,54.81696501
15,47.01720301
15,47.240524
15,48.42913236
17,45.36667795
17,45.59369507
39,53.56305232
39,50.74363922
39,54.0084983
39,48.88103244
39,51.69919702
39,50.5814993
11,58.0453171
11,55.99619112
11,53.49430067
11,57.16132822
37,54.65799241
39,48.88858578
39,46.31060473
39,49.42203577
39,47.43940155
39,44.61728364
39,51.29611828
29,52.64950169
33,51.75384537
33,53.75327986
33,52.70661108
33,54.47876562
1,54.11611102
1,53.22988026
1,57.39014355
1,57.90078722
1,57.38962029
25,52.92406089
25,50.67750868
25,53.22259225
25,48.47356887
31,52.90823555
31,45.97090243
29,51.91967436
29,54.17953417
37,54.1665017
29,52.88887103
25,57.19850732
25,54.54314888
25,45.69729246
21,50.8832992
11,58.64080974
11,56.2285433
33,49.59143772
33,53.82734296
27,52.08150708
27,52.05263822
23,48.16702027
3,49.20711199
3,47.93823321
3,49.50636964
3,51.88371386
11,60.53133115
7,50.58656835
7,49.50896193
7,52.4137983
7,49.93581109
11,58.05028337
37,51.34623192
27,55.3303186
39,53.50188093
39,51.28248459
39,49.03453354
39,51.47200241
39,54.44079913
39,48.97075528
25,48.05427097
25,50.11077445
25,48.90667895
25,47.05385292
25,50.50485799
15,55.08884933
15,53.8414771
15,54.60231272
9,59.23404301
9,59.310905
9,60.12707469
9,62.03272255
9,62.33606183
1,57.362845
7,46.11478658
33,49.7645557
33,47.35075641
33,48.67322488
33,53.8792779
23,48.48376144
23,54.02452651
23,41.8770952
23,52.4013978
27,52.128002
13,51.57752976
13,51.93456908
13,50.34229185
3,48.44903486
7,49.98344953
7,47.93992189
7,54.48549349
7,49.52124799
13,50.28048614
13,52.16908644
13,53.91984906
13,54.50178019
3,45.19854286
3,50.93822113
3,45.62257861
15,54.98469395
25,51.04369635
25,49.94545936
3,52.94690808
23,49.76918985
27,54.31015685
27,55.10926487
27,54.15686073
1,58.38801229
61,58.13950834
47,81.23913113
47,83.02072867
47,84.08990825
13,51.28945814
13,50.90024898
13,46.40422539
13,46.42643542
7,46.74796035
7,53.94578709
17,48.91208451
17,43.49744022
17,44.64786865
17,48.34780481
19,55.20126722
15,51.9728114
5,51.6622633
5,50.90069844
3,50.60617746
7,49.18485135
3,49.43036479
3,49.47331244
3,47.68139267
3,50.00011081
3,48.88490585
15,51.72152558
15,49.84959328
27,52.70157114
9,53.82779955
9,54.38405524
13,39.61240106
7,50.24751904
29,51.44683167
5,51.59504089
27,51.982946
27,53.20008905
27,52.5817933
29,51.99903742
29,49.18095055
13,48.3432318
13,47.20510429
13,44.56658687
13,43.00437936
13,45.51464098
13,44.32606357
13,46.4403486
15,50.65020987
15,49.9979047
15,56.15654192
15,52.37226637
53,71.68648315
19,54.15569303
35,48.49851374
33,52.7112722
33,46.84060222
5,50.28453231
23,48.56356395
23,47.51571567
23,46.83669395
23,47.22878322
23,50.69877728
23,50.88619743
15,54.25234898
15,51.22763406
13,43.99535707
13,48.23328373
13,43.60762747
13,37.9354497
13,45.01761586
3,54.22068647
3,51.12827628
21,43.88911333
21,44.62792317
21,39.92580923
21,45.23137675
21,43.85657687
21,44.8680455
21,46.78909681
27,54.71952191
3,49.41320878
3,51.88208522
3,52.04032227
3,46.12974499
23,51.56490833
23,47.07558985
23,49.86253667
23,53.86699061
27,50.59775288
27,53.08916848
23,51.29587596
23,47.7248591
23,51.8846007
53,74.83509096
53,68.33498641
53,73.68888743
53,77.4120599
29,77.41253676
29,81.14633662
47,81.0240608
47,80.98720253
13,50.10843561
5,53.13800343
5,51.10234467
5,49.67712381
5,50.57854439
5,55.78196868
13,42.51216609
19,54.76322748
3,49.06136834
3,46.07913128
3,46.00328559
21,51.1974369
21,54.11911925
21,51.34408844
13,56.58074129
13,47.69652764
13,42.42824069
13,44.83182893
13,45.94747942
13,47.99871634
13,44.94166717
13,43.43596969
9,54.52395015
9,56.31630353
9,55.04473198
7,47.49237531
29,53.27856874
29,47.3249038
29,51.430468
29,54.50842737
13,43.11331364
35,64.03153788
35,62.2593482
9,66.13205214
9,67.03750958
19,52.62347059
19,54.03603522
19,54.58075921
19,53.49343121
19,53.7652403
7,49.07632086
7,53.67925988
7,54.21412673
7,49.03613833
3,54.11569232
3,47.68083007
21,47.21497127
1,52.88600352
1,51.945515
3,55.59334699
3,45.23276877
3,51.40827807
9,56.26976464
9,51.26282109
23,46.79226017
23,45.11519769
23,44.07544956
23,47.93037554
5,42.64089002
27,50.3785282
13,65.67993846
13,57.66450344
13,66.95413795
13,54.42078981
13,66.59501935
57,59.28302536
49,51.79022976
13,64.70272522
31,77.38614321
31,79.68914238
19,54.34846435
19,52.83855687
19,52.84304343
19,54.06462539
19,53.28112696
19,48.92837205
35,58.39189625
3,52.49633386
1,56.72387474
1,53.31332078
1,56.8312005
13,44.80044246
13,44.71790591
13,44.07424893
13,43.73513893
13,47.73276171
7,52.44778124
3,48.96418666
7,43.88844385
7,48.82083994
7,48.22481175
7,48.39154794
23,49.81380637
23,48.70247591
23,51.07211734
23,50.32975543
23,50.2086141
23,49.84711098
21,
29,
29,
11,
25,
23,48.22366998
23,54.07882551
23,48.19752087
23,49.82852933
23,51.36574544
23,52.2783798
27,54.39039384
9,63.57526392
49,48.51737202
29,81.77280836
29,84.01767797
13,69.45325853
13,66.86345671
13,63.99582664
13,65.26751047
13,64.30272255
13,62.30311014
35,50.85907424
35,53.80033912
23,53.01399149
23,48.31258649
5,55.08273495
5,52.77356248
5,50.07444261
5,51.40897464
13,53.06632574
17,41.98703516
17,38.34031238
17,40.58698069
17,40.45231387
3,52.07837811
3,51.80000731
3,47.08975267
3,53.04890933
3,51.0590316
3,52.04798658
3,48.90806312
21,43.40615949
3,52.98766916
23,49.71860644
23,51.12020863
23,49.06742469
35,51.45933988
27,53.46516939
27,55.02099779
23,46.75756872
23,45.43514396
23,46.62391817
23,41.96315334
23,45.86349813
23,52.31984518
23,51.52858
23,49.01667882
25,51.9979343
23,53.09064271
23,49.33287596
23,52.87077109
17,47.90738727
17,47.44438849
17,47.91651169
17,44.47962636
17,47.83688624
13,61.40391116
13,58.12248133
13,57.89786897
13,59.98182104
13,67.97897957
13,67.17089381
13,66.59747958
61,60.24664997
17,44.98313997
17,47.61286954
17,45.50042507
7,53.36107505
7,51.01657426
7,50.46791027
23,48.98736233
35,50.75087894
35,52.36155186
35,52.84918662
27,53.21839383
27,55.89102732
27,52.12129393
5,51.57459714
29,51.27898134
29,52.4917148
29,52.13491059
35,50.5078564
13,43.26969973
1,50.42387844
21,50.65327037
25,52.42779914
27,46.82547259
13,48.1540251
13,47.72312703
7,47.98117528
11,55.41191371
27,52.92774346
27,53.20391054
27,52.78556758
31,78.91134285
31,77.10373698
31,77.91921071
31,81.64525442
29,49.43715603
29,52.0899236
29,49.14721402
29,51.76181208
29,50.6319995
5,50.87654829
17,40.71337472
17,42.22193521
17,42.89466784
17,41.10021051
17,45.16842504
17,43.09877727
17,43.19109761
17,42.94734099
17,46.01352829
7,55.978173
7,53.74788925
7,49.57242665
7,49.94469791
17,44.75026333
17,45.93925831
17,42.66802723
17,45.22071324
21,48.12140435
15,55.76997701
7,50.9932174
7,54.15119243
15,53.00866124
21,45.99208356
21,45.2343505
21,46.28581576
21,44.91752345
29,49.69025654
29,53.03656642
21,48.21500743
21,45.79275985
27,51.61585093
27,55.86614353
3,47.11294375
3,51.07468255
3,51.14177036
3,49.60844543
3,53.64092182
25,51.76344547
23,50.10696725
23,52.47875764
27,51.28921332
47,78.8288467
47,85.98094312
5,64.23054539
5,61.88263579
53,71.38622598
5,65.54604607
13,45.20038806
13,44.33855235
13,34.9255719
13,44.47663779
13,47.14031538
13,47.12981717
5,51.67481968
5,49.608161
5,49.24724467
5,53.43549902
5,55.60160856
27,51.35080053
27,51.36954393
35,48.72170503
5,54.3134663
21,49.02545467
1,48.12021396
1,45.43945382
1,48.62983623
1,48.49764597
17,46.68996441
